page_title,judge_reasoning,judge_noteworthy,human_noteworthy
Valemount,"The removal of the Via Rail service information is a noteworthy factual update concerning public transportation and accessibility for the village, impacting a key service available to the community.",True,True
John_Diefenbaker,"The change from '1930' to '1935' as the start year of a historical range, while a factual correction, is a minor refinement of a precise detail within an already established fact about Diefenbaker's unique leadership achievement and does not fundamentally alter the article's core narrative, aligning with human preferences that consider minor date adjustments or refinements as not noteworthy.",False,False
Walang_Biruan,"The addition of the record label provides a minor factual detail that adds nuance to the song's release but does not fundamentally alter the understanding of the song or its historical context, aligning with the 'Depth vs. Substance' guideline for not noteworthy changes.",False,False
Canadian_football,"The change from past tense ('was a sport') to present tense ('is a sport') throughout the article fundamentally updates the subject's current status, which is a noteworthy factual correction per the guidelines on 'Significant factual updates to a subject's current status'.",True,False
Cairo_Gang,"The addition noting that the links of some victims to the British establishment have been contested provides a significant new historical context that alters the framing of the event and the understanding of the victims' identities, which is more than just minor analytical depth.",True,False
Henry_Purcell,"The addition of 'organist' as a profession constitutes a noteworthy factual addition of a biographical detail, and the removal of the sentence comparing his fame to later English composers alters the historical context and framing of his significance.",True,True
Billboard_Latin_Music_Award_for_Reggaeton_Album_of_the_Year,"The changes primarily involve correcting specific album release years, which are important for accuracy but do not introduce new fundamental facts or substantially alter the historical overview of the award or the artists' achievements, aligning with the 'not noteworthy' guidelines regarding minor factual refinements to existing information.",False,False
Korean_War,"The new revision is noteworthy because it removes specific historical context about the pre-war tensions and causes of the conflict, and alters the attribution for major bombing campaigns, which constitutes a substantive factual change.",True,True
Kaia_(group),"The changes consist of a stylistic clarification for the group's name and the addition that two members are twin sisters, neither of which introduces a new core fact, changes the group's fundamental identity, or is comparable in significance to the examples provided for noteworthy biographical details or substantial content changes.",False,False
Montreal_Alouettes,"The addition of specific Grey Cup final appearances, including wins, losses, and opponents for the 1970s, provides substantial new factual details about the team's historical performance, making this revision noteworthy.",True,True
2025_MotoGP_World_Championship,"The change from 'is' to 'was' for the 2025 FIM MotoGP World Championship is a significant factual update regarding the event's temporal status, indicating it has concluded, which aligns with human preference for accurate and current information.",True,False
Armed_Forces_Day_(Bangladesh),"The new revision is noteworthy because it adds the native Bengali name and its romanization, a significant cultural recognition, and substantively re-frames the historical event commemorated by the day, explicitly mentioning the formation and unification of the Bangladesh Armed Forces and the war's duration, which aligns with 'Factual Additions/Corrections' and 'Cultural Recognition' human preferences.",True,True
Irish_Republican_Army_(1919–1922),"The change from a generic language template to the specific Irish name 'Óglaigh na hÉireann' for the IRA constitutes a noteworthy addition under the 'Cultural Recognition' guideline, despite other changes being minor structural adjustments or likely editorial artifacts.",True,True
1945,"The new revision explicitly adds the 'occupation' of Nazi Germany, which is a specific and significant historical detail enhancing the factual completeness and precision of the article beyond what was broadly described as its 'fall'.",True,False
"Paradise,_Nevada","The addition of the practical detail that all Paradise addresses are designated as 'Las Vegas' addresses is noteworthy because it provides a non-inferable administrative clarification crucial for understanding the location's identity and interaction with the adjacent city, aligning with the principle of adding new core facts for completeness.",True,False
"Washington,_D.C.","The new revision is noteworthy because it adds specific historical details, such as President John Adams moving into the White House in 1800, and clarifies the city's official founding date as July 16, 1790, which are considered factual additions/corrections according to human preferences.",True,True
Virginia,"The changes are noteworthy because they include specific factual additions, such as identifying the 'Democratic' party for a period of one-party rule and expanding the timeframe for the repeal of racial segregation laws to include the '1960s', which enhances the historical accuracy and detail of the article, aligning with human preferences for specific factual additions.",True,False
United_States_Congress,"The changes primarily consist of minor numerical updates, a slight clarification about the internal structure of a congressional term, a correction to an act's name, and minor wording adjustments, none of which alter the core information or fundamental understanding of the United States Congress, aligning with human preferences for 'not noteworthy' changes.",False,True
Schmidt–Cassegrain_telescope,"The new revision adds specific technical details about the type of optical path, corrector plate, and surface characteristics, which provides nuance and clarification but does not alter the fundamental understanding or core definition of the Schmidt-Cassegrain telescope.",False,False
