page_title,judge_reasoning,judge_noteworthy,human_noteworthy
Valemount,"The removal of information regarding Via Rail service and the village's pronunciation constitutes a noteworthy change, as it impacts details about accessibility and factual representation for a resort municipality.",True,True
John_Diefenbaker,"The change from '1930' to '1935' alters the historical timeframe of a significant political achievement, making the difference noteworthy due to its impact on factual accuracy, aligning with human preference for precise historical details.",True,False
Walang_Biruan,"The addition of the record label 'Sony Music Philippines' is a minor factual detail that does not significantly alter the article's core content or understanding of the song, aligning with human preference to classify such small additions as not noteworthy.",False,False
Canadian_football,"The revision is noteworthy because the change from past to present tense throughout the article fundamentally alters the description of Canadian football from a historical sport to a currently active one, which is a significant update for accuracy.",True,False
Cairo_Gang,"The addition of a parenthetical note acknowledging that some victims' links to the British establishment have been contested introduces a crucial nuanced historical perspective, which aligns with human preference for comprehensive and balanced factual reporting.",True,False
Henry_Purcell,"The removal of the sentence comparing Purcell's fame to later English composers significantly reduces the historical context of his unique standing, which is a noteworthy change in the article's informational depth.",True,True
Billboard_Latin_Music_Award_for_Reggaeton_Album_of_the_Year,"The differences are noteworthy because correcting multiple album release dates, especially for award-winning records, significantly improves the factual accuracy of the article, which aligns with a strong human preference for precise information in an encyclopedic context.",True,False
Korean_War,"The new revision makes a factual change in attributing bombing campaigns from 'U.S. bombing' to 'U.N. bombing' and removes contextual information about pre-war border clashes and internal unrest, both of which are noteworthy alterations to the article's accuracy and completeness, aligning with human preferences for comprehensive and accurate encyclopedic content.",True,True
Kaia_(group),"The new revision adds specific factual details regarding the group's name stylization and the relationship between two members, which enhances the article's completeness and is therefore noteworthy.",True,False
Montreal_Alouettes,"The new revision significantly enhances the historical context of the team's performance by adding specific details about their Grey Cup appearances, wins, losses, and opponents during the 1970s, and clarifying their presence in most Grey Cup Finals in the 2000s.",True,True
2025_MotoGP_World_Championship,"The change from 'is' to 'was' for the 2025 championship indicates a factual update regarding the event's temporal status, implying it has concluded, which is a noteworthy change in the context of a Wikipedia article.",True,False
Armed_Forces_Day_(Bangladesh),"The new revision significantly enhances factual accuracy and informativeness by adding the Bengali name of the day, clarifying the formation and unification of the armed forces, and providing more precise details about the surrender, which aligns with human preferences for comprehensive and accurate Wikipedia articles.",True,True
Irish_Republican_Army_(1919–1922),"The differences are noteworthy because the new revision adds ""Cathal Brugha"" at the very beginning, which is a significant change in content or structure that Model 2 entirely overlooked, alongside structural reordering and minor linguistic adjustments.",True,True
1945,"The new revision significantly enhances the historical context by adding that 1945 was a ""turning point in human history"" and provides more precise details regarding the defeat and occupation of Nazi Germany and the liberation of Nazi concentration camps, which are noteworthy improvements to the article's accuracy and depth.",True,False
"Paradise,_Nevada","The addition of the sentence clarifying that all Paradise addresses use 'Las Vegas' is noteworthy as it provides significant practical information about the town's identity and its relationship with the adjacent city, enhancing the reader's understanding.",True,False
"Washington,_D.C.","The new revision is noteworthy because it clarifies the city's founding date, introduces a new historical detail about President John Adams, and significantly removes speculative future information regarding the statehood bill, enhancing factual accuracy and conciseness.",True,True
Virginia,"The new revision includes several factual updates and clarifications, such as an updated population figure, a more specific political party in power, and a more accurate and comprehensive description of repealed racial segregation laws with an extended timeframe, which collectively enhance the article's precision and factual detail.",True,False
United_States_Congress,"The new revision is noteworthy because it adds specific information about how a Congressional term is usually split into two sessions and corrects the name of an act, both of which enhance the article's accuracy and detail.",True,True
Schmidt–Cassegrain_telescope,"The new revision significantly enhances the technical description by specifying the types of optical path and corrector plate and adding the crucial detail about the use of simple spherical surfaces, leading to a more precise and complete understanding, which aligns with human preference for detailed and accurate information in technical articles.",True,False
